time,stock_name,bias_index,Open,High,Low,Close,Volume
2015-11-30,A,0.24835707650561634,39.56144964474231,39.72639898700718,38.24185490662341,38.367218017578125,12660200
2015-12-01,A,0.089612462960012,38.41999038550561,38.99401324075514,37.714007587792864,38.94123077392578,11290500
2015-12-02,A,0.1676897316567901,39.04018831134534,39.18534446058929,37.8525541834132,38.0834846496582,7663000
2015-12-03,A,0.3161460307935957,38.07689830462282,38.10329079841575,36.6385401129562,37.0278205871582,9701500
2015-12-04,A,0.22950148716254298,37.27853731111478,37.92513818722332,37.08059867833482,37.72719955444336,6748100
2015-12-07,A,0.17173982622302078,38.202267094207336,38.261648955642094,36.79029866863944,37.12679672241211,7890900
2015-12-08,A,0.2600064807274029,36.65833983054696,37.52267270479347,36.62534795116261,37.39071273803711,6896200
2015-12-09,A,0.27547034120853436,37.13339033048766,37.89875507909361,36.76390546235665,36.96844100952149,6207900
2015-12-10,A,0.21878061518897762,36.94864588502347,37.37751510295962,36.71771785501277,36.803489685058594,6736900
2015-12-11,A,0.22403055584937812,36.80347912739869,36.80347912739869,35.5300706028045,35.655433654785156,9388600
2015-12-14,A,0.1825997010988682,35.43771353349905,36.60555509457859,35.12761050390622,36.57916259765625,9419500
2015-12-15,A,0.14797765294186846,37.04762081559624,37.60844753522794,36.88926835010527,37.20597076416016,6990000
2015-12-16,A,0.14590099777580298,37.39071298950547,38.063706559254776,37.0806099600085,38.02412033081055,6282500
2015-12-17,A,0.06714806062546712,38.04389934666549,38.22204485942819,37.17956426998557,37.19935989379883,7848900
2015-12-18,A,-0.012195938857542363,36.88267089373354,37.01462834311488,36.52637973977911,36.777103424072266,13807000
2015-12-21,A,-0.027339625574320507,36.94865220706367,37.12019841343422,36.75071350219698,37.08061218261719,4572100
2015-12-22,A,-0.08664389908986038,37.304939781864384,38.261646366038825,37.22576229402548,37.99772644042969,8390800
2015-12-23,A,-0.12981470351174434,38.1890774047675,38.67072924494457,38.01093178986461,38.650936126708984,6634400
2015-12-24,A,-0.1538815142545256,38.51897578313807,38.7499038835517,38.268252047740745,38.57175827026367,2152900
2015-12-28,A,-0.195958897982601,38.44638963360538,38.90824825492628,38.10989159534467,38.763092041015625,5585800
2015-12-29,A,-0.20001475678923805,38.941235850697296,39.3898982034085,38.941235850697296,39.22494888305664,5073900
2015-12-30,A,-0.2354865792763611,39.19196558290477,39.667017987468576,39.13258371771839,39.45588302612305,5220300
2015-12-31,A,-0.21630791532554408,39.25794146345924,39.541654519087146,39.06000276618856,39.086395263671875,6104800
2016-01-04,A,-0.2865689235326663,38.307830755897506,38.479376940233166,37.21256737826465,38.01092147827149,10308400
2016-01-05,A,-0.2894605318081206,38.26164185352194,38.43318802308713,37.489677798161935,37.85256576538086,7179600
2016-01-06,A,-0.2688658052624019,37.192783580117215,37.97794419927059,37.06742296387442,37.85918045043945,8952700
2016-01-07,A,-0.3186142284405568,37.29173112642583,38.16266306746737,37.172967451108704,37.74699020385742,9292600
2016-01-08,A,-0.23686500476186145,37.971325477122136,38.14287414559191,36.60554557804792,36.71771240234375,7985200
2016-01-11,A,-0.19671217824063905,36.85626753318012,36.93544248285639,34.85708306460208,35.549869537353516,10483300
2016-01-12,A,-0.1870481146889356,35.93915666939714,36.26905529124385,35.34533814330237,36.18328094482422,6799600
2016-01-13,A,-0.1723650965423275,36.36997442896033,36.416645137418605,33.989758124136976,34.123104095458984,10432200
2016-01-14,A,-0.11743542325969665,34.216435696159465,37.8901035625107,33.8097317448183,36.37663269042969,16704900
2016-01-15,A,-0.08548803573172246,35.34319988759105,38.276799932088196,35.34319988759105,38.23012924194336,27008800
2016-01-19,A,-0.07282400814674417,38.35679928024658,38.49014517426258,36.15660093074741,36.66331481933594,13644500
2016-01-20,A,-0.09579200303311435,36.143278916450456,38.62350477810188,35.8032491822058,38.103458404541016,11993100
2016-01-21,A,-0.1313301226575603,38.196792850727014,39.183548567790545,37.95010201393976,38.91019058227539,12097000
2016-01-22,A,-0.1262824301462449,39.40357059741785,39.623591761258226,38.55016072319055,39.22355651855469,10383800
2016-01-25,A,0.500306458863025,39.356904453372046,39.876953381036536,38.79018737013828,39.10354995727539,9681900
2016-01-26,A,-0.17337976093337226,39.343562597268885,39.516913056736264,38.14345440081625,38.8435173034668,7421100
2016-01-27,A,-0.17031052357054163,38.9101910389339,39.290225253906314,37.63674247536488,38.0767822265625,9077700
2016-01-28,A,-0.10282980366276617,38.156793756190424,38.490157324785514,36.52331176140205,37.23670959472656,10521100
2016-01-29,A,-0.11012729427546979,35.616555244417135,36.8766714152716,35.616555244417135,36.60331344604492,17768700
2016-02-01,A,-0.09280620829223536,36.109939662659045,36.58998398891236,35.00983892944921,36.26328659057617,11693300
2016-02-02,A,-0.09314227778495006,35.76324241801964,36.52331093018035,35.54988994244337,35.96992874145508,7918300
2016-02-03,A,-0.12445711271845115,36.356626219267554,38.123453967546304,36.036597531698035,37.896766662597656,16435700
2016-02-04,A,-0.21631862675072422,37.83009344806285,38.210127658191375,36.91000941879081,37.84342575073242,10351200
2016-02-05,A,-0.23228796768721902,37.50339450254142,37.56340003547996,35.08317473183613,35.41653823852539,13263200
2016-02-08,A,-0.1567582121452613,35.05651126971746,36.069934198434794,34.62980379987198,35.2631950378418,9369400
2016-02-09,A,-0.17386273437864447,34.87649709830956,35.963260489375166,34.7098153157503,35.65656661987305,7655800
2016-02-10,A,-0.19322689528549128,36.076599079087515,36.4632994240657,35.03650402323421,35.14984893798828,9302800
2016-02-11,A,0.7371140564989216,34.86982816770366,35.41654420734422,34.54979945255032,34.78982162475586,8551100
2016-02-12,A,-0.13287660179072347,35.023176347826904,35.316537921345905,34.40311989535005,35.056514739990234,9976200
2016-02-16,A,-0.10961717148384949,35.629892572991444,35.91658540745026,35.15651697874059,35.67656326293945,8313000
2016-02-17,A,-0.09480234816343004,36.22994890185231,36.76999874142461,35.5698879868195,36.67665481567383,10005600
2016-02-18,A,-0.08435474307412504,37.02335300157326,37.02335300157326,36.11660378878247,36.36996078491211,6555000
2016-02-19,A,-0.05721503457675974,36.33662921578848,36.66999278657553,35.98993079696648,36.19661712646485,8532500
2016-02-22,A,-0.08305679317798824,36.19661951951946,36.883347706866296,35.829920076082665,36.8566780090332,9381800
2016-02-23,A,-0.08334638890162846,37.13669831219089,37.54340223187828,36.669988854461714,36.71665954589844,8629700
2016-02-24,A,-0.01871119526695018,36.44330604478603,36.716664075508056,36.00993237842469,36.59665298461914,6633800
