Date,Open,High,Low,Close,Volume
2015-11-30,70.17701187507313,70.99943084107781,69.63421234572185,70.33326721191406,588900
2015-12-01,70.65401171892601,70.81849299144965,69.9467309528694,70.11943817138672,494300
2015-12-02,70.25925121432635,70.6211175605191,69.42860631718332,69.59309387207031,453500
2015-12-03,69.69999956332539,69.79869208703472,68.0551618155183,68.2525405883789,841400
2015-12-04,68.71309945090836,71.48464704131277,68.54038596571107,71.1885757446289,1128800
2015-12-07,71.18037112182057,71.7149384834301,70.47309023850033,71.39419555664062,945600
2015-12-08,70.90897407173908,71.57513151858802,70.46486701565324,70.59645080566406,571400
2015-12-09,70.23457672159402,70.94185749172435,68.85291269093925,69.1572036743164,723500
2015-12-10,69.25587800526243,69.89736358762244,69.02560177308774,69.17363739013672,347300
2015-12-11,68.40056028789026,68.95980524272936,67.29029632190932,67.67683410644531,448600
2015-12-14,67.61928568471795,68.22787393834733,66.50079543371567,66.96957397460938,636600
2015-12-15,67.80846801978599,67.98940126770019,66.66530570748577,67.31501770019531,514800
2015-12-16,67.8002118305257,68.1045027885397,67.01891016026535,67.89067840576172,439400
2015-12-17,67.84956968290429,67.84956968290429,66.47613141461123,66.52547454833984,511800
2015-12-18,66.28698254788937,66.54193675229338,64.82307745791098,65.04512786865234,1453100
2015-12-21,65.33295743362622,66.01556033116788,64.65857420715224,65.76061248779297,502300
2015-12-22,66.17185681589422,66.43503074365933,65.37410908263583,66.18830871582031,287500
2015-12-23,66.57481238359163,66.67350491775346,65.80996249887393,66.58303833007812,253400
2015-12-24,66.46791454995859,66.84622660087717,66.2458641432786,66.51725769042969,104900
2015-12-28,66.212948969084,66.66527561009623,65.62080634308546,66.56658935546875,356900
2015-12-29,66.94490582141019,67.58639161799513,66.70640356570779,67.43013000488281,336400
2015-12-30,67.38900556508595,67.52881526989164,66.92022705078125,66.92022705078125,243300
2015-12-31,66.6899594759169,67.06005182271538,66.13894020407334,66.23763275146484,206800
2016-01-04,64.92175281406092,65.30006477166435,63.89372914408686,64.57633209228516,734100
2016-01-05,64.57633626910362,66.1553854969817,64.57633626910362,65.6537094116211,505000
2016-01-06,64.855963789062,65.28361891450112,63.934852236769686,64.79016876220703,740300
2016-01-07,63.540119451256636,64.68328182264386,63.202924512794866,63.33451461791992,590800
2016-01-08,63.91839371806305,64.39539815465942,62.4709347921586,62.5614013671875,978100
2016-01-11,63.498969858901766,63.85261027777812,62.923279072153754,63.65523147583008,791700
2016-01-12,63.95131109689734,64.1322443031778,63.301599253690185,63.975982666015625,511500
2016-01-13,64.60921962270615,65.10267592771802,63.918390834981636,64.51875305175781,883700
2016-01-14,64.61744500020298,65.73593507250756,63.89371871352958,65.24248504638672,860100
2016-01-15,63.91841603930584,64.73260922433616,63.72103720420517,64.37074279785156,570800
2016-01-19,65.06978847351954,65.47277199527298,64.21447202715409,64.57633209228516,975800
2016-01-20,63.94306346523439,64.25558035902114,62.248882698322646,63.03017807006836,619100
2016-01-21,63.1288702721623,64.16511346590941,63.046629645214416,63.49073028564453,543400
2016-01-22,64.21446615415837,65.53033507646532,64.11577363202612,65.35762786865234,586900
2016-01-25,65.31650240882257,65.95798809657651,64.14866916831883,64.2391357421875,698200
2016-01-26,64.42829214262667,65.6290292308123,64.34605150941675,65.143798828125,521300
2016-01-27,65.07801308769369,66.12248872946519,64.59278889040259,64.92997741699219,612900
2016-01-28,65.29185101531971,65.75240369759386,64.93821055584215,65.34119415283203,518600
2016-01-29,65.6290320800851,66.87088012695312,65.58790862441572,66.87088012695312,604500
2016-02-01,66.49257644587064,67.01892411618174,66.29519763814376,66.59949493408203,613000
2016-02-02,65.6454685023537,65.87574476290625,64.97108533592512,65.24248504638672,647400
2016-02-03,65.76885559313777,65.76885559313777,64.32962218647134,65.34119415283203,526400
2016-02-04,65.06978212208998,65.50566311168348,64.19801386834503,64.67501831054688,568600
2016-02-05,64.83129481264653,65.3987596869034,64.30494712589733,64.54344940185547,513700
2016-02-08,63.605907168532624,63.605907168532624,62.100884582273174,62.69302749633789,954100
2016-02-09,61.71432100818717,63.293363943791725,61.60740879963522,62.90682601928711,1033800
2016-02-10,59.872107599400245,59.872107599400245,52.930889012475,54.468814849853516,3033100
2016-02-11,53.29275254437304,55.92449077699638,53.13649092993141,55.02805709838867,1970100
2016-02-12,55.5050710892239,55.99852136354069,54.61686310527792,55.1596565246582,966700
2016-02-16,55.38991122770808,55.66953691429559,54.649732968574355,55.30767059326172,805900
2016-02-17,55.957388430632086,57.26503160355163,54.921138753798466,56.9525146484375,864000
2016-02-18,56.853820338727424,56.919615361297424,55.99850386899358,56.27812957763672,950300
2016-02-19,56.27811658574011,57.848933170981255,56.03961438990152,57.84071350097656,1802300
2016-02-22,58.383503657735574,58.53153927953952,57.7913611705198,58.054534912109375,660900
2016-02-23,57.79139288457804,58.4657763596411,57.58578809005198,57.70915222167969,781100
2016-02-24,57.1910186855357,58.45754471337762,57.12522365886776,58.071006774902344,744200
2016-02-25,58.11241866776703,60.0671634369215,57.739687010796494,60.025753021240234,788600
2016-02-26,60.15001482453974,60.80436025256447,59.89324236587914,60.24940490722656,652400
2016-02-29,60.058898027772926,60.33222705167818,58.891014099121094,58.891014099121094,773300
2016-03-01,59.40453321495834,60.961704957622224,59.354838194020864,60.7463493347168,895000
2016-03-02,60.43990352310416,61.27647239593815,59.884954584988726,60.688385009765625,862500
2016-03-03,60.688369029063026,61.558069801633636,60.43160299799994,61.41726303100586,773600
2016-03-04,61.55809040761761,61.96394795499816,60.97829391135969,61.384151458740234,748500
2016-03-07,61.07766652133356,61.384133907045516,59.61160647467053,60.83746337890625,1042300
2016-03-08,60.174841740851555,62.58514521032562,60.174841740851555,62.303531646728516,1002800
2016-03-09,62.38638493240251,63.6122487069778,62.28698852279622,63.471435546875,1011100
2016-03-10,63.64534855881016,64.10919196176307,62.88332868730325,63.59565353393555,821300
2016-03-11,64.2831488096708,64.57304706786104,63.827589890151806,64.27486419677734,719600
2016-03-14,63.95181731171147,64.57303041302634,63.645349906779145,64.13404083251953,549300
2016-03-15,63.877288293558884,65.20254192634894,63.56253621124714,65.16112518310547,667300
2016-03-16,65.04517957099037,65.25225069216087,64.39911868402784,64.54821014404297,677700
2016-03-17,64.43222842683606,65.31849226463218,64.04293384325429,65.02030944824219,594600
2016-03-18,65.18596760967952,65.26051647783325,64.3908154921145,64.62273406982422,983900
2016-03-21,64.6227517474176,65.33507689913004,64.5979042243384,64.87952423095703,545100
2016-03-22,64.30799054998276,65.64152873712703,64.30799054998276,65.1114273071289,460800
2016-03-23,65.18594933565174,65.3101932015396,64.52332591642566,64.5730209350586,699200
2016-03-24,64.33282506380921,64.53161779935805,63.289191639055936,63.92696762084961,649100
2016-03-28,64.08435035769301,64.61445173625025,63.46313721226123,64.31626892089844,574600
2016-03-29,64.32454682397285,64.46535360561928,63.22292744432571,63.868988037109375,1028100
2016-03-30,64.10921328060584,65.17770090586859,64.10921328060584,64.90436553955078,520100
2016-03-31,64.82150291777016,65.02028929397693,63.82755839812639,63.90210723876953,500600
2016-04-01,63.48797170818666,64.81322488282419,63.4134228599822,64.697265625,763500
2016-04-04,64.67243566550627,64.92091714857175,64.05950077146866,64.39081573486328,591500
2016-04-05,64.16717734229672,64.76354297141177,63.868994527739204,64.0926284790039,498600
2016-04-06,64.10918390966978,64.60615305391573,63.57908264656672,64.5730209350586,473100
2016-04-07,64.01806612676224,64.44049270323072,63.463117406665454,63.8524055480957,812800
2016-04-08,64.14232167920285,64.97060576568302,64.14232167920285,64.5316162109375,507100
2016-04-11,64.66415394464153,65.50900113572762,64.36597109618583,65.11971282958984,497400
2016-04-12,65.39303096847962,66.09707754984977,64.59787894457533,66.01424407958984,724800
2016-04-13,66.27930379228425,67.40577089291733,66.27930379228425,67.31465911865234,501400
2016-04-14,67.13245897588753,67.90276378753457,66.74316426300122,66.99164581298828,518400
2016-04-15,66.90052407150135,67.2401236877743,66.71002221009154,66.95850372314453,422400
2016-04-18,66.42841485259069,67.43064466582949,66.19649620200327,67.38094329833984,370100
2016-04-19,67.62110961820017,67.89444487247242,67.25666261250383,67.52171325683594,447400
2016-04-20,67.38919392460393,67.70393960318425,67.14070617041004,67.43061065673828,716300
2016-04-21,67.07442965582229,67.16553506651631,65.38472982581312,65.41786193847656,635300
2016-04-22,65.47586827911755,66.00596965947929,65.38475651193285,65.95626831054688,592900
2016-04-25,65.50896734917059,65.81543465182911,64.96230328848475,65.41786193847656,653100
2016-04-26,65.41789413929905,66.1384974066941,65.21082307270369,65.69122314453125,883000
