Date,Open,High,Low,Close,Volume
2015-11-30,38.71443112431232,38.78822377630832,38.38235539334258,38.57606506347656,3208100
2015-12-01,38.88970745890339,39.02807357562381,37.85658528212623,37.87503433227539,7988900
2015-12-02,37.88425741725787,38.24400510120725,37.23855473178117,37.28467559814453,4713200
2015-12-03,37.48761491400256,37.57986017360009,36.85113845736547,37.03562545776367,3314500
2015-12-04,37.10940826344851,38.01339045396928,37.017166547214195,37.911922454833984,2519100
2015-12-07,37.7458859783618,37.911923888900894,37.395364628375745,37.54295349121094,2004500
2015-12-08,37.45992704877492,38.0779541887476,37.28466289001613,37.97648620605469,4331800
2015-12-09,38.050295918301806,38.55763249345318,37.73666909604152,37.801239013671875,4133300
2015-12-10,37.782794610034166,38.428497384549964,37.49684308787215,38.05030059814453,3709200
2015-12-11,37.589072519779904,37.589072519779904,36.95259623958573,37.072509765625,2634400
2015-12-14,37.1001968327794,37.39537463745577,36.80501902810304,37.12786865234375,2310500
2015-12-15,37.589069672858635,37.911919170506046,37.41380901967799,37.64441680908203,2195400
2015-12-16,37.828916033459834,38.345478964351855,37.51528916806059,38.216339111328125,2582600
2015-12-17,38.32701747507921,38.40081366360324,37.607522230949655,37.61674499511719,2218800
2015-12-18,37.413823119827036,37.55218573433682,36.97105641956125,36.989501953125,3364800
2015-12-21,37.367702410493465,37.93038624713338,37.30313248026895,37.66288375854492,1734500
2015-12-22,37.82890030758657,38.124081515955694,37.56139794558257,38.022613525390625,1643200
2015-12-23,38.39158691053938,38.61297195460469,38.17942814932457,38.52995300292969,1510700
2015-12-24,38.54840820656919,38.98194856229603,38.43771390745912,38.87125778198242,874500
2015-12-28,38.760565828337306,38.815912976216914,38.29935015239631,38.539180755615234,1458200
2015-12-29,38.81591618793364,39.18488664793807,38.66832378137588,39.074195861816406,1757000
2015-12-30,39.07420147390338,39.09265052737287,38.75134831638303,38.8989372253418,834300
2015-12-31,38.75557877504091,39.17180530346613,38.58908675230285,38.672332763671875,1451000
2016-01-04,37.97859168657421,38.09883310018383,37.31262404262995,37.636356353759766,3287300
2016-01-05,37.6733583794955,37.87684929343181,37.31262705273046,37.506866455078125,2587200
2016-01-06,37.22013740742752,37.91385266317287,37.04439395111769,37.673362731933594,2103600
2016-01-07,37.12763920009214,37.13689071256951,35.89745267196551,36.07319259643555,3504300
2016-01-08,36.27667226353935,36.72989743846409,35.582957236746026,35.69395065307617,3736700
2016-01-11,35.80496160093226,35.980705085291135,34.60252233807873,35.09274673461914,2818400
2016-01-12,35.54597652866521,35.68472101671657,34.82451365900345,35.3239860534668,1989400
2016-01-13,35.47197488742004,35.582971877838474,33.96430281596421,34.09379577636719,4206600
2016-01-14,34.16778534528414,35.03724400354162,33.807053999163706,34.787506103515625,2893300
2016-01-15,33.918060715668396,34.741272720835646,33.80706722614786,34.325042724609375,2994400
2016-01-19,34.81525778940916,35.07424370439357,34.02904853125309,34.40827941894531,2506500
2016-01-20,33.927300532030685,34.78750771812841,33.418576724699975,34.46377182006836,2469100
2016-01-21,34.547020988375365,34.99100189129201,34.047548647326565,34.43602752685547,2298400
2016-01-22,35.06499138326474,35.314729282580686,34.759758525268374,35.129737854003906,1834500
2016-01-25,34.59326669074586,35.175984929055154,34.59326669074586,34.787506103515625,1831200
2016-01-26,35.04649838018221,35.11124486291613,34.55627400279145,34.69501495361328,1754900
2016-01-27,34.58401562500804,35.0742399193019,34.04754435494613,34.26953125,1479400
2016-01-28,34.473023943326695,34.473023943326695,33.30758033513195,33.40007781982422,3479400
2016-01-29,33.70532307021138,34.86151559012227,33.585081588602726,34.824520111083984,2959900
2016-02-01,34.5655187000413,35.10199353842493,34.223286819800435,34.86150360107422,2666200
2016-02-02,34.38978947882853,34.73202146566199,34.17705048547696,34.28804397583008,1742300
2016-02-03,34.47301530319173,34.55626125434131,33.56656135090592,34.399017333984375,2128100
2016-02-04,34.3620324135828,34.95400223507671,34.195540460235335,34.61176681518555,2833500
2016-02-05,34.463768092286884,34.51001859302005,33.14108774766233,33.3353271484375,4424600
2016-02-08,32.93761041659492,33.09485089298592,31.809165479034082,32.18839645385742,3888600
2016-02-09,31.642671761225575,33.08560110127673,31.58717678595916,32.71561813354492,3464500
2016-02-10,32.9561080333683,33.97355589929375,32.86361052747204,33.15959548950195,3170000
2016-02-11,32.484372613518566,32.93760147424367,32.31788066700064,32.67861557006836,3224000
