time,stock_name,flag,positive,negative,into,inth,intl,intc,v,STX,ImpulseHisto,psi,smooth_velocity,macd,b5
2016-07-13,TEST_TICKER,0,0,0,44.00876023285246,44.164942349336734,43.62849793975711,43.981597900390625,7684200,up,0.46828355337996497,30.2380683065016,0.1939729635325199,0.9596110494798253,0.9596110494798253
2016-07-14,TEST_TICKER,0,0,0,43.25501969618646,43.55379754605526,42.73894580328128,43.2006950378418,12090100,up,0.42809565965721597,33.00162096244884,0.1717367229520584,1.1669361983568152,1.1669361983568152
2016-07-15,TEST_TICKER,0,0,0,43.33651929598473,43.574183283760405,42.86798060993704,42.99699783325195,8827500,up,0.3790669889949174,35.89482750003658,0.14873771623408266,1.3172723065915477,1.3172723065915477
2016-07-18,TEST_TICKER,0,0,0,42.935883920781514,43.30256772268017,42.90193229253383,43.159969329833984,6384800,up,0.32675350249187496,43.47927127309264,0.13642261294425803,1.3863810080886623,1.3172723065915477
2016-07-19,TEST_TICKER,0,0,0,43.05811180015758,43.43837677094184,42.84081827123605,42.99699783325195,5794500,up,0.2651361015772259,57.504241968010795,0.1189375539024795,1.4228660942311038,1.3863810080886623
2016-07-20,TEST_TICKER,0,0,0,43.16674074426678,43.39082606052691,43.00377196002498,43.0580940246582,7502800,up,0.21328891496316205,76.33999648538574,0.10635745680053205,1.4249964555993984,1.4228660942311038
2016-07-21,TEST_TICKER,0,0,0,42.93587649694565,43.45873977065244,42.89513299588727,43.3840446472168,6145500,up,0.17140418062716534,86.91946478934642,0.10520896733904501,1.3915031160746452,1.4249964555993984
2016-07-22,TEST_TICKER,0,0,0,43.45873290956179,43.51984426598722,43.17353621820711,43.329715728759766,4972900,up,0.14229252011306115,90.34678896872647,0.09824165572011884,1.353139076848187,1.3915031160746452
2016-07-25,TEST_TICKER,0,0,0,43.3976293639027,43.79826475754669,43.261820272942494,43.6760368347168,7241200,up,0.13651641725141017,89.52879834048191,0.10190212629723262,1.307450182744148,1.353139076848187
2016-07-26,TEST_TICKER,0,0,0,43.73715177486932,43.954445276261744,43.431579388711214,43.76430892944336,4885200,up,0.1437205937050383,88.76268026605906,0.10252418616712207,1.2826778858877574,1.307450182744148
2016-07-27,TEST_TICKER,1,0,1,43.74393480937969,44.21247598716783,43.67603156726039,44.06987762451172,6220400,up,0.1642338891229338,86.65094686168776,0.108412845548209,1.2758429058284975,1.2826778858877574
2016-07-28,TEST_TICKER,0,0,0,43.99517987944303,44.17851914029656,43.4112027068207,43.94764709472656,6556100,up,0.16106199006399802,85.55239336356163,0.10332399079493057,1.2825248690232556,1.2758429058284975
2016-07-29,TEST_TICKER,0,0,0,44.3211290699124,45.08845088447671,44.23964723522333,44.97301483154297,10525000,up,0.2186633566572478,74.07274548741336,0.1303366980356795,1.285140284166424,1.2825248690232556
2016-08-01,TEST_TICKER,0,0,0,44.973007938861834,45.55019329575592,44.973007938861834,45.45512771606445,7599000,up,0.2975109773469897,63.00205164334429,0.1567618447551316,1.3296617827412618,1.285140284166424
2016-08-02,TEST_TICKER,0,0,0,45.44833114176084,45.536604833586935,44.85077539105383,45.346473693847656,8763200,up,0.34012180230075173,61.34525587519427,0.16414837878202024,1.4020776768529402,1.3296617827412618
2016-08-03,TEST_TICKER,0,0,0,45.366849136230165,45.49586892982068,44.96621635924888,45.203880310058594,6355100,up,0.3583872554154399,59.996961816046806,0.15954018532353834,1.4674602712770906,1.4020776768529402
