time,stock_name,bias_index,intc,v,iso_forest_outlier,iso_forest_score,smooth_velocity,psi
2025-03-18,AAPL,0.0180194059870547,320.8661804199219,2811300,-1.0,-0.045555202760451774,-0.7560925212392657,52.20657477664868
2024-03-28,AAPL,-0.1462159208690349,337.5526123046875,3614900,-1.0,-0.042813064136522194,-0.6133091219895906,34.134719262180894
2024-03-26,AAPL,-0.159130663479717,327.5997009277344,3006500,-1.0,-0.04238621166062617,-0.699586968484109,24.42045767641551
2025-05-02,AAPL,-0.200163986533515,303.8105163574219,1810000,-1.0,-0.04180303521698525,0.2526215153686965,83.24976506610015
2022-01-19,AAPL,-0.1118211563585394,324.7441711425781,3374700,-1.0,-0.040830374445074535,-0.8027865437141772,37.02963653618659
2025-03-25,AAPL,0.056543670845052,305.8461608886719,3890400,-1.0,-0.04062079624924175,-0.7822788118344665,50.4341508751051
2024-04-17,AAPL,-0.0578738057087567,307.5067443847656,2760000,-1.0,-0.039840953987397065,-0.6410320730314142,77.72632381603862
2022-01-27,AAPL,-0.0083616095519547,314.9378356933594,2778000,-1.0,-0.03979176548801833,-0.9117247171876424,41.85599804088223
2024-03-27,AAPL,-0.1220383838881572,332.0307922363281,3295200,-1.0,-0.03928338921727359,-0.685612715190265,31.214684333292713
2025-02-11,AAPL,0.3240623951394745,386.154296875,2121000,-1.0,-0.03879402253986153,0.512274375877719,26.49233512588476
2022-01-31,AAPL,-0.2440119227476938,334.0404357910156,3159300,-1.0,-0.0385046162496554,-0.556953031705034,58.855247999955104
2023-05-30,AAPL,0.6728311931597133,296.963623046875,6238600,-1.0,-0.03442750065011746,0.6701623974392594,36.626852012089486
2024-04-18,AAPL,-0.0336255300795495,308.93408203125,3025100,-1.0,-0.034023279284504215,-0.5860394535815315,83.74066137101718
2021-12-28,AAPL,0.1698113057020096,391.3068542480469,1362600,-1.0,-0.03280208015448338,0.7597497055000529,24.575547996118335
2025-08-14,AAPL,0.0118470866257718,246.16000366210935,4928200,-1.0,-0.0323195407856659,-0.7855601566501712,27.51128002010364
2020-04-27,AAPL,0.6963629965598943,165.75291442871094,2457800,-1.0,-0.03138768993497054,0.5170878819946384,75.22500876409171
2024-04-16,AAPL,-0.0090262963098548,306.920166015625,2900300,-1.0,-0.03138192589650779,-0.6718367060244972,71.11463750863288
2022-01-18,AAPL,-0.1917216428456064,329.0333557128906,3425600,-1.0,-0.03123531660412282,-0.7055294460077024,41.41095299031833
2020-03-06,AAPL,-0.1850358898973193,164.38302612304688,3284400,-1.0,-0.030900722817119086,-0.8921598969965536,12.36886168533497
2022-01-28,AAPL,0.0020646136249641,323.9034118652344,2457400,-1.0,-0.030596100452029873,-0.7672495023062796,47.19294130426728
2022-07-29,AAPL,0.1167502812115849,291.229248046875,1868000,-1.0,-0.030435888802918365,0.604283995109078,19.844212718901836
2021-12-31,AAPL,0.060754460550706,390.62841796875,1163200,-1.0,-0.029293785366921843,0.708162179102448,54.494498754184086
2025-05-05,AAPL,-0.1925433093438888,306.1786804199219,3548600,-1.0,-0.029180966676160547,0.3355108306854329,77.88700176334538
2020-04-08,AAPL,0.1822755829314142,157.92726135253906,2466200,-1.0,-0.027651795072770713,0.2410663380586095,64.94770622618559
2024-04-15,AAPL,-0.0724986192880388,306.2651062011719,2997900,-1.0,-0.027090393170151494,-0.6783931331865851,64.87887994310736
2021-12-29,AAPL,0.0841237681978085,391.4482116699219,1041700,-1.0,-0.026677582695287305,0.7683129866257045,28.870353842739934
2020-03-02,AAPL,0.5488389892126067,174.31503295898438,4317900,-1.0,-0.026657573703992465,-0.7617710712622229,26.50533827162521
2024-05-10,AAPL,-0.9788977550996204,299.4803161621094,1786900,-1.0,-0.024460469958910713,-0.1632048810598368,33.30724154186389
2021-12-30,AAPL,0.1322435731447366,389.949951171875,1278000,-1.0,-0.023638042396996628,0.7399784496424542,42.57930331686301
2025-08-07,AAPL,-0.0280986326850851,241.72000122070312,7246300,-1.0,-0.023003564751905237,-0.9569990206926334,33.517974975624725
2024-04-19,AAPL,-0.2118196944509938,309.7944030761719,3381500,-1.0,-0.022945375359134434,-0.5224725338733229,82.67258178098386
2025-03-26,AAPL,0.007431636794669,308.08380126953125,3669700,-1.0,-0.02238848115673775,-0.6982973175470538,52.24498562891246
2024-05-22,AAPL,0.72159787383099,300.24285888671875,2432400,-1.0,-0.022029822801747034,-0.0638526629476533,78.68757436775523
2022-08-01,AAPL,0.1060830080539724,289.7838439941406,1425700,-1.0,-0.022010486576763966,0.6393960312669098,22.80207130095098
2025-05-08,AAPL,-0.1447680372151341,307.3428649902344,2861600,-1.0,-0.021490168838521617,0.3933618274065479,72.12822406781413
2024-03-25,AAPL,-0.1345362401608113,325.09686279296875,5320000,-1.0,-0.02106592899616877,-0.6359250250267805,22.772390971445404
2024-04-12,AAPL,-0.0181119093347791,308.34747314453125,4207900,-1.0,-0.02063669054815198,-0.6411511121170809,63.13430427605851
2020-04-14,AAPL,0.0528430966130179,163.78530883789062,2875000,-1.0,-0.018944173003272446,0.680455268706041,56.70014196973169
2020-03-26,AAPL,0.1431088398395041,157.5686492919922,5194500,-1.0,-0.017046181820605466,-0.5738047744649709,40.650387428584736
2025-02-04,AAPL,0.2669148131882398,387.7483520507813,3166600,-1.0,-0.01652546133397914,0.6312286374877725,24.75027955329308
2025-05-06,AAPL,-0.2172460151950621,302.28814697265625,2719400,-1.0,-0.015441649832896087,0.3370233314198543,75.81847547076664
2022-01-14,AAPL,-0.165182417585857,333.83251953125,3949800,-1.0,-0.014766477098041686,-0.586514340574167,47.21858166173191
2024-04-01,AAPL,-0.0707039411056509,330.30706787109375,2320200,-1.0,-0.013842211860744524,-0.6273264545382489,34.634286533374066
2022-01-11,AAPL,-0.2738123419228012,353.4642333984375,2407000,-1.0,-0.013154270457851447,-0.2826382618535789,56.76181612285104
2024-07-22,AAPL,0.0087879003717288,325.51861572265625,3419300,-1.0,-0.01238807075551629,0.6828799589054796,24.120141568534315
2020-03-27,AAPL,0.098276376794224,149.78858947753906,3802500,-1.0,-0.011914557313509433,-0.4366941953870247,37.605165864161535
2020-04-09,AAPL,-0.16172765111589,163.6197509765625,3743700,-1.0,-0.011774771411749874,0.502984475672889,56.11347202227564
2022-04-07,AAPL,-0.559361802756065,322.8830871582031,2313100,-1.0,-0.0115658438785754,0.4438880655912014,70.94696267304083
2020-04-07,AAPL,0.1679802171623616,150.92892456054688,3002500,-1.0,-0.0112446587056646,0.0079809309423015,65.39497807091826
2025-08-27,AAPL,-0.0169379147713334,257.1199951171875,2239000,-1.0,-0.011109503149428601,0.044166101056971,89.37194738152775
2018-12-24,AAPL,0.2448496411244625,120.92747497558594,2305400,-1.0,-0.011081927857715335,-0.9643966907063924,26.54561772201548
2025-05-09,AAPL,-0.0680976684978294,306.36773681640625,1844400,-1.0,-0.011080141825990486,0.3947787913117633,71.24637113810005
2020-04-03,AAPL,0.1197718837397443,139.92105102539062,3766600,-1.0,-0.009718323515117366,-0.3641248205933625,73.17087594299188
2021-12-27,AAPL,0.2188314305709713,391.36334228515625,1906300,-1.0,-0.009718051959523799,0.7173741502849669,28.377669332100712
2025-08-15,AAPL,0.0634058400432646,247.0099945068359,4223400,-1.0,-0.0096461090603297,-0.6855909943782558,36.042937883660294
2022-03-23,AAPL,-0.4982193669317905,302.78857421875,1837500,-1.0,-0.009566565450278675,0.1547738227385999,58.560158752134114
2023-06-20,AAPL,-0.4407273630135875,305.60009765625,3349400,-1.0,-0.009220797740377096,0.507088388869279,53.22893166769398
2022-01-12,AAPL,-0.2656334823371743,356.3457336425781,3143400,-1.0,-0.008789942622699609,-0.2958485938420798,59.173600647780866
2022-07-15,AAPL,-0.0035037169273392,258.1941833496094,1741100,-1.0,-0.0073852759253983935,-0.2755885360056267,85.05013381257854
2025-03-27,AAPL,-0.0589746479270117,305.4798278808594,2871000,-1.0,-0.006509966722270222,-0.652187376568768,59.19515037392978
2024-01-25,AAPL,0.704424782403348,362.2207336425781,2227400,-1.0,-0.00637067252607082,0.4938697011360723,33.43137241790672
2020-04-13,AAPL,0.0558271384449135,158.69976806640625,1918500,-1.0,-0.005773666203768624,0.5451687670034293,56.967195129722576
2025-08-28,AAPL,-0.0449636047645325,256.1700134277344,2984900,-1.0,-0.0057574445920918205,0.0690707791586697,90.58772006921969
2022-07-18,AAPL,0.0144297181813343,255.46502685546875,2048900,-1.0,-0.005391922679146455,-0.2935349834917005,84.63584622067981
2025-02-12,AAPL,0.310275846365601,384.9859313964844,2251000,-1.0,-0.005178898552513189,0.4717062257205142,40.44755277233958
2020-03-05,AAPL,-0.1524509651793742,167.8868408203125,3548200,-1.0,-0.005016858238234723,-0.8251118130792686,15.261046871519495
2025-08-26,AAPL,-0.0054731246469441,255.4199981689453,4884400,-1.0,-0.003682880890510165,-0.0072099877390871,84.8237186123088
2023-06-02,AAPL,-0.1116841258918987,299.8135681152344,2272500,-1.0,-0.0035287714155747274,0.7523583177407354,42.1038020039348
2025-11-12,AAPL,-0.6324306697841977,246.52999877929688,3230700,-1.0,-0.0034500241624868533,-0.0348916213849487,67.80002593030746
2020-03-31,AAPL,0.1619330686985819,150.13807678222656,2963000,-1.0,-0.0034141940685735728,-0.1414242051355957,49.64809509253359
2020-04-16,AAPL,-0.0602753991509961,155.14797973632812,3051800,-1.0,-0.0030228673920127402,0.5048055668200815,67.56898014819723
2022-08-03,AAPL,0.141593010632985,293.0455322265625,1359800,-1.0,-0.003017328721965251,0.6657609566897719,27.526145194112942
2016-11-17,AAPL,-0.6408004371198082,103.1091537475586,1313600,-1.0,-0.002864329486174211,0.0627055399912846,14.745203474427903
2018-12-26,AAPL,0.2545726614893817,125.75837707519533,2488600,-1.0,-0.0026725247296266463,-0.9375701555082522,28.187936636141753
2025-04-29,AAPL,-0.1396172157137154,296.98468017578125,3251900,-1.0,-0.0016938418684593337,0.0124027577803639,76.46380381892733
2019-04-02,AAPL,-0.8737872617689075,158.6522674560547,1923600,-1.0,-0.0016876521382120924,0.4680290456605306,27.899067281136592
2020-04-15,AAPL,0.0516904771782968,156.53366088867188,2504700,-1.0,-0.0016709318636839443,0.5925475039060147,60.62832111617762
2025-04-30,AAPL,-0.151810153084873,297.6612854003906,2834700,-1.0,-0.0016378036401090146,0.088677992987161,81.94223695964064
2021-04-12,AAPL,-0.7263096668272864,268.55389404296875,1437500,-1.0,-0.001171761699204299,0.4974663973327344,42.28265778804915
2020-04-17,AAPL,0.0235609169419121,161.74374389648438,4759100,-1.0,-0.0010306660738057527,0.5786894291065507,71.47145693544613
2022-02-01,AAPL,0.0680081090674962,333.8892517089844,2087200,-1.0,-0.0008574618860673899,-0.4123567775816638,61.72648721946183
2022-01-13,AAPL,-0.1888438881823834,341.3999328613281,2944100,-1.0,-0.0008339171830833436,-0.4406037973516793,57.532824212161565
2025-02-14,AAPL,0.4046529538781308,384.1641540527344,2024700,-1.0,-6.261443053157123e-05,0.3851585019506938,72.9516353216708
2023-11-28,AAPL,-0.2394212979673458,322.6913757324219,1377800,1.0,0.0005635298747842521,0.4936445765859844,88.11023390208845
2020-04-02,AAPL,0.1482817357506798,143.70989990234375,3030000,1.0,0.0006421067872500741,-0.2834682257808136,63.8250778828709
2025-03-12,AAPL,0.0656863861814561,321.12359619140625,3086200,1.0,0.0009175267836312173,-0.8270482204929491,23.088504807309995
2024-07-19,AAPL,0.0232855099601711,323.24053955078125,5376200,1.0,0.0015124827230375004,0.6540254942743552,32.12555589879315
2022-08-02,AAPL,0.091484713396145,287.6347351074219,1772100,1.0,0.0016061249563563695,0.624457906345593,25.32784010588656
2023-04-19,AAPL,-0.860561148332541,269.4942321777344,2204700,1.0,0.0024505561248492347,0.2311867165993969,85.26315127756021
2025-04-28,AAPL,-0.0960682590618306,291.7906494140625,1865200,1.0,0.0026443814336962745,-0.0942238334127023,76.6640760235403
2024-07-24,AAPL,0.0844789360349351,322.7397766113281,3286500,1.0,0.002719738782420378,0.6328639531878517,30.184382429982545
2025-08-22,AAPL,0.0327099871402281,259.2200012207031,3102600,1.0,0.003617218259791888,-0.0856100372317155,72.00433571697832
2023-06-05,AAPL,-0.0720965446568272,293.13153076171875,3008000,1.0,0.0036621423235839723,0.6847605202129153,38.28742784011775
2018-12-27,AAPL,0.2973386539342021,127.02493286132812,2684100,1.0,0.004434556206834417,-0.8776227830891598,32.164651349853685
2016-09-16,AAPL,-0.7272593450648683,94.72830963134766,2604900,1.0,0.004527840487797419,-0.2421200061404995,35.4943027877011
2024-04-11,AAPL,-0.066047573393534,317.9186096191406,2204200,1.0,0.004998078651274995,-0.5724187386956137,58.90161374191496
2025-08-25,AAPL,0.0305652177683179,256.04998779296875,2358600,1.0,0.00536659033524578,-0.0394577913767486,74.96289480946197
2023-06-22,AAPL,0.7868094581759741,295.8274230957031,4889000,1.0,0.0054250207333772504,0.28151652554784,51.990915212566016
2022-08-04,AAPL,0.1587565575914601,295.3657531738281,1624600,1.0,0.005844699077170112,0.698598022532673,28.820437835089603
2020-03-30,AAPL,0.1088980458683788,156.1708221435547,2731300,1.0,0.00689352127001408,-0.180431536505315,41.53003630327648
2020-04-06,AAPL,0.1583894627262957,152.70382690429688,3090000,1.0,0.007180132765870817,-0.103378411822422,62.56394081251317
2023-11-29,AAPL,-0.2463855999781464,323.4483337402344,1307300,1.0,0.007553036933310331,0.4606732400581145,90.74537942829512
2024-04-10,AAPL,-0.0118991213410465,317.146240234375,2156700,1.0,0.008305445299391812,-0.5860027206401623,54.31342157279119
2024-04-08,AAPL,0.0146525723127983,323.1296081542969,2431900,1.0,0.00843170672056548,-0.618641554653457,55.54824544795264
2024-04-22,AAPL,-0.0445373262362474,310.3223571777344,2433300,1.0,0.009494121381568577,-0.4608373475743544,82.00405755418419
2024-07-23,AAPL,0.018656295204122,324.35992431640625,1994000,1.0,0.010073488155636356,0.6719070103315665,25.234430300048817
2025-02-18,AAPL,0.3736724755638945,383.7284851074219,3701100,1.0,0.010410766871976618,0.3353418264535697,81.32592384726868
2022-07-28,AAPL,0.0407096369609819,288.7758483886719,1845400,1.0,0.010430120696681255,0.4987297160357226,27.269303424471403
2022-01-03,AAPL,0.0005019535009348,383.7119140625,2129900,1.0,0.010467111383180905,0.6080641072855658,56.732089261838574
2025-02-28,AAPL,0.156871596726854,345.0546569824219,5768000,1.0,0.010491704676561242,-0.5128938630822284,45.242098201186714
2020-10-02,AAPL,0.6262953103359699,206.2002410888672,1936100,1.0,0.0115400685262389,-0.3529310220206234,50.12013662025109
2023-03-27,AAPL,-0.0673577745354652,262.7432861328125,3743800,1.0,0.011542032321244733,0.2247730520756194,19.738115399043917
2024-12-30,AAPL,0.6899417072802028,347.5282897949219,1490100,1.0,0.011730334516835805,-0.0737496368466124,34.89612818088659
2025-02-13,AAPL,0.3609775334344892,385.6790161132813,3387300,1.0,0.012451356624311738,0.4364227606848397,61.83093910232088
2019-01-14,AAPL,-0.4695829260063417,131.1140899658203,1484500,1.0,0.012739911365006407,-0.0378801221247449,73.45415990575592
2022-02-02,AAPL,0.0178336058584402,339.6050109863281,2603200,1.0,0.013026622576176594,-0.2463011625078836,64.1355986613173
2025-03-04,AAPL,0.0780639386234071,342.3615417480469,3156300,1.0,0.013141319341180124,-0.6332421033988623,41.73094974419712
2022-07-14,AAPL,0.0019108769447153,255.4840545654297,1877700,1.0,0.015390065226592142,-0.2938824831306368,81.98824634486353
2020-04-28,AAPL,0.011131717476709,164.7645263671875,2160100,1.0,0.01546072452212277,0.5249666594319221,79.54639842219476
2022-09-30,AAPL,-0.036484582333289,244.6721038818359,2924400,1.0,0.015660367245014517,-0.6278293340202552,56.13575535633973
2025-05-15,AAPL,-0.0059254460813003,321.6015625,3050400,1.0,0.015701745540285583,0.6409994106859025,55.34202890603941
2025-08-29,AAPL,-0.1041732254671022,259.9700012207031,2805800,1.0,0.016870953892750618,0.1387597259725229,86.77357659058121
2023-03-29,AAPL,-0.0842993014305685,268.4784240722656,2431500,1.0,0.017194942043086914,0.4303910960195616,26.70217092888002
2023-03-24,AAPL,-0.0512814611262974,260.863525390625,4123600,1.0,0.017266284152283373,0.0979769360881856,19.01008248248323
2023-06-06,AAPL,-0.0643949681012749,296.5881042480469,2419400,1.0,0.018163594351111922,0.6663824213427962,45.35282184129809
2024-07-25,AAPL,0.0092688369058336,324.1537170410156,2764500,1.0,0.018280721310099945,0.6084280533811185,38.19683766356273
2024-11-22,AAPL,-0.7988745358331113,353.6114501953125,2211100,1.0,0.018460999931961375,0.023187182001449,50.34333106041498
2024-03-22,AAPL,-0.1617381480081114,328.6806945800781,5899600,1.0,0.018801479587526537,-0.4738716404334523,27.51930844747497
2016-02-11,AAPL,0.7371140564989216,79.77210998535156,4202800,1.0,0.018926478244327694,-0.5149495544199817,40.127276742779294
2024-04-09,AAPL,-0.0002193802676188,325.71038818359375,2416600,1.0,0.019199286647096914,-0.5560361580929527,57.657641054628115
2020-03-04,AAPL,-0.1357803129102964,173.68045043945312,3875400,1.0,0.02076819039510236,-0.7785717287963757,17.86051273721307
2022-07-13,AAPL,0.0445425388687241,258.81231689453125,2185200,1.0,0.020925044734075415,-0.2539057438998918,83.90853096300758
2024-04-02,AAPL,-0.0269780939593265,327.6678771972656,2453300,1.0,0.021279996029450188,-0.6410351837481233,36.607959492204294
2016-07-19,AAPL,-0.9504702448476976,97.73709106445312,1827000,1.0,0.021402692845826077,-0.0410140973733388,51.39807270101901
2025-03-28,AAPL,-0.0172335063694488,301.3213195800781,2377500,1.0,0.021552765201978907,-0.6432986952130018,55.80420485540683
2023-06-01,AAPL,-0.061322122975176,293.85369873046875,2393700,1.0,0.022196456331020076,0.7004169853012701,50.828408157722926
2022-03-28,AAPL,-0.1350795737365148,312.4626770019531,1984400,1.0,0.022214150464983207,0.2760964446485428,63.11904973250179
2023-05-31,AAPL,0.0023974517816284,294.5469055175781,5270100,1.0,0.022404558133278574,0.7021865739643572,40.085150329944646
2025-08-06,AAPL,0.0268698287885267,247.5399932861328,8064700,1.0,0.022429231837379326,-0.8686939921908403,41.049964056954416
2025-03-11,AAPL,0.0391462064612745,324.5494079589844,3390000,1.0,0.02268117538395853,-0.7730637227049545,24.503350121780276
2018-12-28,AAPL,0.2369017062722086,126.49119567871094,2015600,1.0,0.022744203599850743,-0.8364799213680019,35.644618015911604
2022-09-27,AAPL,0.0532698902187496,243.7592010498047,2495800,1.0,0.023570497703236715,-0.7618870380351821,48.14319593677812
2023-04-03,AAPL,-0.1593571256682231,274.13690185546875,2417300,1.0,0.02427706557453324,0.6557925730540259,45.124361397422035
2021-12-23,AAPL,0.2544696421747472,380.0370178222656,1374000,1.0,0.024328093314215704,0.6088754884871594,34.53449965843552
2025-01-03,AAPL,-0.0958846977519201,348.869140625,2029700,1.0,0.02495434613645564,-0.1434593547998733,37.30065856519391
2018-10-26,AAPL,0.7019037988136001,139.72654724121094,2472500,1.0,0.025098389575825886,-0.4148061666378826,44.03413195717312
2022-03-25,AAPL,-0.1769064087706476,309.60003662109375,1814000,1.0,0.025327057364910588,0.2259648310852742,63.25359458866785
2022-09-26,AAPL,0.0425687059255165,244.9003448486328,2349800,1.0,0.025419108278909586,-0.7535016355214039,48.60141246164075
2022-07-19,AAPL,0.0445059674077775,266.29608154296875,1942100,1.0,0.025902557694569173,-0.1606489999321243,77.1490084842976
2025-02-03,AAPL,0.2181665969369143,381.4017028808594,2792900,1.0,0.026055511934192532,0.5705244291355824,29.04183362169592
2024-07-18,AAPL,0.0804816284694072,322.17022705078125,4563600,1.0,0.026499347865568068,0.6212640774044101,41.14363263386441
2024-04-05,AAPL,0.0415908307249425,324.2983093261719,3694700,1.0,0.026584697030890947,-0.6472917498383696,47.985440657244915
2023-03-31,AAPL,-0.1181678751890686,274.1080627441406,3009300,1.0,0.026594387046311452,0.6131418742436765,33.174432629561174
2025-05-13,AAPL,0.07346519065093,320.9249572753906,2775500,1.0,0.027298780270828216,0.6126780839248926,44.54125662944282
2022-07-07,AAPL,0.2637543097694351,264.74578857421875,2169100,1.0,0.027460591738818985,-0.2304249490064309,70.57132727922111
2024-04-23,AAPL,0.0124154573856019,309.7455139160156,2000300,1.0,0.02749636976473413,-0.4137398903435775,82.54299362457296
2025-10-29,AAPL,0.2470383903483088,247.75,5780700,1.0,0.027503753046260515,0.1636565038456684,35.42020054026611
2025-08-18,AAPL,-0.0229018762058825,249.1300048828125,3776000,1.0,0.027644867750288404,-0.5738668361741415,48.83309879204992
2023-03-30,AAPL,-0.129331132580192,271.0870666503906,2293600,1.0,0.02775197911936267,0.5258086835176845,32.80965616120116
2022-07-21,AAPL,-0.3076062266393446,273.8749084472656,1546800,1.0,0.027759953682261695,0.072884211705524,61.80606583385985
2022-09-29,AAPL,0.0406378681123942,245.5944976806641,2559100,1.0,0.027790155338817457,-0.6523625742124419,46.20290387026933
2021-07-09,AAPL,0.1274144908053205,292.88153076171875,2054000,1.0,0.02810159574275284,0.5577712038397133,19.46918723587821
2022-09-23,AAPL,0.0753972831461292,247.22059631347656,3100000,1.0,0.028510840795488823,-0.7262785047476974,54.193010891806026
2022-02-03,AAPL,-0.008869058009939,326.4542236328125,2706300,1.0,0.02873229067810834,-0.258936232820216,59.94072895492759
2025-05-14,AAPL,-0.0136325258159257,318.81549072265625,2417100,1.0,0.028879714784785238,0.6203002537634472,51.38783815171639
2020-03-03,AAPL,-0.1109343060518592,167.5741729736328,3514000,1.0,0.02889009217568972,-0.8566788959728433,23.573830886355456
2022-08-16,AAPL,0.1026757827440465,305.03656005859375,1596000,1.0,0.029486177699330818,0.6391594883497538,75.0862680253906
2024-04-03,AAPL,-0.0628074481209151,323.5970458984375,1975700,1.0,0.02964616050918878,-0.6692205218048295,36.68079950143855
2023-03-23,AAPL,0.0663178754895564,260.5374450683594,5166900,1.0,0.0296591758395931,-0.0636751355533334,24.67901535255598
2023-10-11,AAPL,-0.5819259252281554,303.2655334472656,1298000,1.0,0.02969092831436959,-0.0334731626996207,67.21794077595803
2024-04-04,AAPL,0.0099997691626272,321.8343811035156,2273000,1.0,0.02979304205094213,-0.6831637947254391,42.355153293374855
2024-01-10,AAPL,-0.3432290007667893,335.0824890136719,1569100,1.0,0.02996419056456523,-0.0130349775829307,28.713195667393183
